product_name,platform,date,price,discount,rating
Bath Towel Premium,Ajio,2025-12-11,387.88,12.7,3.7
Bath Towel Premium,Ajio,2025-12-12,391.81,17.8,4.2
Bath Towel Premium,Ajio,2025-12-13,398.43,23.2,4.6
Bath Towel Premium,Ajio,2025-12-14,380.86,9.2,4.9
Bath Towel Premium,Ajio,2025-12-15,354.73,14.5,4.6
Bath Towel Premium,Ajio,2025-12-16,384.55,14.2,5.0
Bath Towel Premium,Ajio,2025-12-17,384.86,18.8,3.3
Bath Towel Premium,Ajio,2025-12-18,347.02,22.3,4.0
Bath Towel Premium,Ajio,2025-12-19,347.86,17.1,3.8
Bath Towel Premium,Ajio,2025-12-20,391.8,10.1,3.9
Bath Towel Premium,Ajio,2025-12-21,352.65,11.4,4.5
Bath Towel Premium,Ajio,2025-12-22,331.82,17.2,3.7
Bath Towel Premium,Ajio,2025-12-23,371.75,8.8,4.8
Bath Towel Premium,Ajio,2025-12-24,354.8,24.4,3.5
Bath Towel Premium,Ajio,2025-12-25,389.78,20.7,3.8
Bath Towel Premium,Ajio,2025-12-26,355.66,21.0,4.0
Bath Towel Premium,Ajio,2025-12-27,352.44,20.3,4.2
Bath Towel Premium,Ajio,2025-12-28,406.78,24.6,4.5
Bath Towel Premium,Ajio,2025-12-29,365.55,23.4,4.3
Bath Towel Premium,Ajio,2025-12-30,342.76,20.2,3.6
Bath Towel Premium,Ajio,2025-12-31,380.34,13.0,4.9
Bath Towel Premium,Ajio,2026-01-01,411.38,12.8,3.6
Bath Towel Premium,Ajio,2026-01-02,419.35,12.8,3.4
Bath Towel Premium,Ajio,2026-01-03,421.36,24.9,3.6
Bath Towel Premium,Ajio,2026-01-04,446.57,14.0,4.9
Bath Towel Premium,Ajio,2026-01-05,443.2,23.0,3.4
Bath Towel Premium,Ajio,2026-01-06,440.14,15.6,4.3
Bath Towel Premium,Ajio,2026-01-07,434.32,13.2,4.6
Bath Towel Premium,Ajio,2026-01-08,442.24,17.1,4.5
Bath Towel Premium,Ajio,2026-01-09,451.94,16.4,3.6
Bath Towel Premium,Ajio,2026-01-10,421.46,17.1,3.5
Bath Towel Premium,Ajio,2026-01-11,393.92,17.1,4.0
Bath Towel Premium,Ajio,2026-01-12,417.61,8.0,4.5
Bath Towel Premium,Ajio,2026-01-13,412.71,8.3,4.4
Bath Towel Premium,Ajio,2026-01-14,391.81,13.1,3.8
Bath Towel Premium,Ajio,2026-01-15,385.95,19.8,5.0
Bath Towel Premium,Ajio,2026-01-16,422.12,20.4,4.4
Bath Towel Premium,Ajio,2026-01-17,352.76,16.5,3.5
Bath Towel Premium,Ajio,2026-01-18,369.43,21.9,4.7
Bath Towel Premium,Ajio,2026-01-19,361.99,9.6,3.7
Bath Towel Premium,Ajio,2026-01-20,358.17,15.7,3.3
Bath Towel Premium,Ajio,2026-01-21,382.5,13.4,4.2
Bath Towel Premium,Ajio,2026-01-22,361.38,16.7,3.7
Bath Towel Premium,Ajio,2026-01-23,384.91,12.2,4.5
Bath Towel Premium,Ajio,2026-01-24,360.77,19.9,4.3
Bath Towel Premium,Ajio,2026-01-25,388.87,17.7,3.8
Bath Towel Premium,Ajio,2026-01-26,395.08,22.4,3.7
Bath Towel Premium,Ajio,2026-01-27,400.46,12.2,4.9
Bath Towel Premium,Ajio,2026-01-28,381.11,24.8,4.6
Bath Towel Premium,Ajio,2026-01-29,438.43,24.7,3.9
Bath Towel Premium,Ajio,2026-01-30,398.67,23.9,5.0
Bath Towel Premium,Ajio,2026-01-31,459.96,21.5,4.8
Bath Towel Premium,Ajio,2026-02-01,405.93,27.9,4.8
Bath Towel Premium,Amazon,2025-08-01,318.01,27.4,3.7
Bath Towel Premium,Amazon,2025-08-02,350.42,5.2,4.0
Bath Towel Premium,Amazon,2025-08-03,360.13,8.7,3.7
Bath Towel Premium,Amazon,2025-08-04,416.55,9.1,4.8
Bath Towel Premium,Amazon,2025-08-05,380.62,7.8,4.6
Bath Towel Premium,Amazon,2025-08-06,365.95,6.5,4.9
Bath Towel Premium,Amazon,2025-08-07,372.9,8.6,3.7
Bath Towel Premium,Amazon,2025-08-08,386.51,18.3,5.0
Bath Towel Premium,Amazon,2025-08-09,353.97,10.0,3.5
Bath Towel Premium,Amazon,2025-08-10,375.94,16.3,3.7
Bath Towel Premium,Amazon,2025-08-11,389.67,10.3,4.3
Bath Towel Premium,Amazon,2025-08-12,379.11,13.1,3.3
Bath Towel Premium,Amazon,2025-08-13,378.65,13.2,3.6
Bath Towel Premium,Amazon,2025-08-14,402.85,11.2,4.7
Bath Towel Premium,Amazon,2025-08-15,347.19,18.2,4.5
Bath Towel Premium,Amazon,2025-08-16,345.14,11.8,4.0
Bath Towel Premium,Amazon,2025-08-17,375.49,11.3,4.1
Bath Towel Premium,Amazon,2025-08-18,312.25,16.4,4.1
Bath Towel Premium,Amazon,2025-08-19,326.62,6.8,4.7
Bath Towel Premium,Amazon,2025-08-20,309.42,7.4,4.7
Bath Towel Premium,Amazon,2025-08-21,345.38,11.3,3.5
Bath Towel Premium,Amazon,2025-08-22,345.62,19.9,3.6
Bath Towel Premium,Amazon,2025-08-23,327.14,10.7,4.6
Bath Towel Premium,Amazon,2025-08-24,314.74,16.1,4.2
Bath Towel Premium,Amazon,2025-08-25,351.24,22.1,3.8
Bath Towel Premium,Amazon,2025-08-26,336.06,17.5,3.9
Bath Towel Premium,Amazon,2025-08-27,349.55,9.5,4.4
Bath Towel Premium,Amazon,2025-08-28,334.52,7.5,4.3
Bath Towel Premium,Amazon,2025-08-29,339.38,14.0,4.4
Bath Towel Premium,Amazon,2025-08-30,348.6,7.4,3.8
Bath Towel Premium,Amazon,2025-08-31,372.3,12.7,4.4
Bath Towel Premium,Amazon,2025-09-01,387.8,17.4,4.7
Bath Towel Premium,Amazon,2025-09-02,393.8,11.2,3.9
Bath Towel Premium,Amazon,2025-09-03,407.5,6.7,4.5
Bath Towel Premium,Amazon,2025-09-04,389.36,10.9,5.0
Bath Towel Premium,Amazon,2025-09-05,383.15,10.7,4.5
Bath Towel Premium,Amazon,2025-09-06,398.41,9.3,5.0
Bath Towel Premium,Amazon,2025-09-07,398.15,5.4,5.0
Bath Towel Premium,Amazon,2025-09-08,411.6,6.7,4.0
Bath Towel Premium,Amazon,2025-09-09,381.28,6.4,4.1
Bath Towel Premium,Amazon,2025-09-10,385.63,17.6,3.8
Bath Towel Premium,Amazon,2025-09-11,398.55,14.0,4.0
Bath Towel Premium,Amazon,2025-09-12,382.45,5.1,4.0
Bath Towel Premium,Amazon,2025-09-13,345.91,12.4,4.0
Bath Towel Premium,Amazon,2025-09-14,357.93,7.2,3.9
Bath Towel Premium,Amazon,2025-09-15,354.99,24.2,4.8
Bath Towel Premium,Amazon,2025-09-16,371.74,7.2,3.7
Bath Towel Premium,Amazon,2025-09-17,358.74,13.5,4.4
Bath Towel Premium,Amazon,2025-09-18,357.03,6.7,4.8
Bath Towel Premium,Amazon,2025-09-19,343.17,10.7,4.3
Bath Towel Premium,Amazon,2025-09-20,333.85,12.9,3.0
Bath Towel Premium,Amazon,2025-09-21,338.5,12.7,4.1
Bath Towel Premium,Amazon,2025-09-22,313.01,17.0,4.1
Bath Towel Premium,Amazon,2025-09-23,356.42,17.6,4.8
Bath Towel Premium,Amazon,2025-09-24,333.83,18.5,4.5
Bath Towel Premium,Amazon,2025-09-25,327.23,28.0,5.0
Bath Towel Premium,Amazon,2025-09-26,328.47,9.5,3.8
Bath Towel Premium,Amazon,2025-09-27,346.25,12.7,4.0
Bath Towel Premium,Amazon,2025-09-28,322.26,7.6,4.5
Bath Towel Premium,Amazon,2025-09-29,352.58,5.5,4.4
Bath Towel Premium,Amazon,2025-09-30,361.24,7.3,4.0
Bath Towel Premium,Amazon,2025-10-01,375.26,14.2,4.8
Bath Towel Premium,Amazon,2025-10-02,375.28,14.4,4.6
Bath Towel Premium,Amazon,2025-10-03,425.33,19.2,4.3
Bath Towel Premium,Amazon,2025-10-04,397.36,7.8,4.2
Bath Towel Premium,Amazon,2025-10-05,363.89,6.0,4.2
Bath Towel Premium,Amazon,2025-10-06,397.17,13.6,4.2
Bath Towel Premium,Amazon,2025-10-07,407.99,7.7,4.5
Bath Towel Premium,Amazon,2025-10-08,384.42,5.1,3.8
Bath Towel Premium,Amazon,2025-10-09,396.18,9.2,4.0
Bath Towel Premium,Amazon,2025-10-10,409.83,5.3,4.2
Bath Towel Premium,Amazon,2025-10-11,377.59,10.9,4.2
Bath Towel Premium,Amazon,2025-10-12,366.55,6.0,4.6
Bath Towel Premium,Amazon,2025-10-13,362.36,14.2,4.3
Bath Towel Premium,Amazon,2025-10-14,347.04,12.4,4.4
Bath Towel Premium,Amazon,2025-10-15,348.77,22.2,4.1
Bath Towel Premium,Amazon,2025-10-16,351.56,11.4,3.8
Bath Towel Premium,Amazon,2025-10-17,369.45,15.0,4.0
Bath Towel Premium,Amazon,2025-10-18,357.78,11.4,4.0
Bath Towel Premium,Amazon,2025-10-19,310.54,8.8,4.8
Bath Towel Premium,Amazon,2025-10-20,342.72,18.3,4.2
Bath Towel Premium,Amazon,2025-10-21,341.01,15.6,4.3
Bath Towel Premium,Amazon,2025-10-22,319.76,16.2,3.8
Bath Towel Premium,Amazon,2025-10-23,344.26,10.5,4.5
Bath Towel Premium,Amazon,2025-10-24,355.41,16.5,4.6
Bath Towel Premium,Amazon,2025-10-25,321.58,12.5,4.9
Bath Towel Premium,Amazon,2025-10-26,355.99,18.0,3.6
Bath Towel Premium,Amazon,2025-10-27,348.78,19.5,5.0
Bath Towel Premium,Amazon,2025-10-28,343.37,8.3,4.8
Bath Towel Premium,Amazon,2025-10-29,360.78,8.2,3.4
Bath Towel Premium,Amazon,2025-10-30,386.51,12.2,4.2
Bath Towel Premium,Amazon,2025-10-31,385.21,5.7,3.8
Bath Towel Premium,Amazon,2025-11-01,369.35,24.6,4.2
Bath Towel Premium,Amazon,2025-11-02,386.59,9.3,4.2
Bath Towel Premium,Amazon,2025-11-03,420.99,7.3,3.7
Bath Towel Premium,Amazon,2025-11-04,379.24,15.7,4.6
Bath Towel Premium,Amazon,2025-11-05,448.85,18.8,4.0
Bath Towel Premium,Amazon,2025-11-06,414.92,5.8,3.6
Bath Towel Premium,Amazon,2025-11-07,395.32,16.3,5.0
Bath Towel Premium,Amazon,2025-11-08,448.57,12.0,4.7
Bath Towel Premium,Amazon,2025-11-09,389.2,14.5,4.0
Bath Towel Premium,Amazon,2025-11-10,407.71,19.1,3.6
Bath Towel Premium,Amazon,2025-11-11,396.53,8.1,4.3
Bath Towel Premium,Amazon,2025-11-12,392.14,17.0,4.2
Bath Towel Premium,Amazon,2025-11-13,389.99,19.9,4.0
Bath Towel Premium,Amazon,2025-11-14,372.66,15.7,4.8
Bath Towel Premium,Amazon,2025-11-15,380.9,28.8,4.9
Bath Towel Premium,Amazon,2025-11-16,364.45,7.1,3.9
Bath Towel Premium,Amazon,2025-11-17,347.65,16.6,4.1
Bath Towel Premium,Amazon,2025-11-18,319.07,19.6,4.0
Bath Towel Premium,Amazon,2025-11-19,344.4,15.9,4.0
Bath Towel Premium,Amazon,2025-11-20,316.38,17.9,3.6
Bath Towel Premium,Amazon,2025-11-21,374.38,6.3,4.2
Bath Towel Premium,Amazon,2025-11-22,343.89,15.4,4.0
Bath Towel Premium,Amazon,2025-11-23,356.19,5.8,4.8
Bath Towel Premium,Amazon,2025-11-24,329.89,8.6,3.6
Bath Towel Premium,Amazon,2025-11-25,353.54,11.1,3.5
Bath Towel Premium,Amazon,2025-11-26,382.42,18.4,4.5
Bath Towel Premium,Amazon,2025-11-27,367.23,17.8,3.9
Bath Towel Premium,Amazon,2025-11-28,399.38,15.9,3.5
Bath Towel Premium,Amazon,2025-11-29,402.35,9.9,4.8
Bath Towel Premium,Amazon,2025-11-30,400.85,19.5,4.2
Bath Towel Premium,Amazon,2025-12-01,404.19,28.1,4.4
Bath Towel Premium,Amazon,2025-12-02,381.51,6.2,4.8
Bath Towel Premium,Amazon,2025-12-03,422.34,9.8,3.9
Bath Towel Premium,Amazon,2025-12-04,405.16,6.8,4.2
Bath Towel Premium,Amazon,2025-12-05,452.8,9.8,4.8
Bath Towel Premium,Amazon,2025-12-06,404.93,18.6,3.8
Bath Towel Premium,Amazon,2025-12-07,427.92,15.0,4.7
Bath Towel Premium,Amazon,2025-12-08,436.25,9.6,3.6
Bath Towel Premium,Amazon,2025-12-09,401.83,16.7,4.7
Bath Towel Premium,Amazon,2025-12-10,415.4,15.6,3.7
Bath Towel Premium,Amazon,2025-12-11,391.31,10.1,4.1
Bath Towel Premium,Amazon,2025-12-12,389.19,19.4,3.4
Bath Towel Premium,Amazon,2025-12-13,384.51,16.3,3.8
Bath Towel Premium,Amazon,2025-12-14,378.5,9.9,4.6
Bath Towel Premium,Amazon,2025-12-15,373.16,24.8,4.4
Bath Towel Premium,Amazon,2025-12-16,357.38,9.1,4.1
Bath Towel Premium,Amazon,2025-12-17,362.25,19.0,3.8
Bath Towel Premium,Amazon,2025-12-18,361.78,11.7,4.3
Bath Towel Premium,Amazon,2025-12-19,395.31,7.1,4.8
Bath Towel Premium,Amazon,2025-12-20,320.95,17.3,4.7
Bath Towel Premium,Amazon,2025-12-21,375.11,16.7,3.5
Bath Towel Premium,Amazon,2025-12-22,338.67,16.8,4.5
Bath Towel Premium,Amazon,2025-12-23,346.61,14.4,4.5
Bath Towel Premium,Amazon,2025-12-24,369.87,14.7,4.1
Bath Towel Premium,Amazon,2025-12-25,384.84,26.2,3.5
Bath Towel Premium,Amazon,2025-12-26,365.22,19.6,4.4
Bath Towel Premium,Amazon,2025-12-27,393.73,18.6,3.9
Bath Towel Premium,Amazon,2025-12-28,363.29,17.7,3.8
Bath Towel Premium,Amazon,2025-12-29,378.2,16.2,4.5
Bath Towel Premium,Amazon,2025-12-30,376.83,17.6,4.3
Bath Towel Premium,Amazon,2025-12-31,427.55,8.4,3.8
Bath Towel Premium,Amazon,2026-01-01,410.64,8.0,3.7
Bath Towel Premium,Amazon,2026-01-02,416.52,17.8,4.0
Bath Towel Premium,Amazon,2026-01-03,438.51,6.7,4.3
Bath Towel Premium,Amazon,2026-01-04,410.11,18.3,4.3
Bath Towel Premium,Amazon,2026-01-05,402.83,8.5,4.7
Bath Towel Premium,Amazon,2026-01-06,420.52,17.8,3.8
Bath Towel Premium,Amazon,2026-01-07,464.28,14.8,4.6
Bath Towel Premium,Amazon,2026-01-08,414.31,14.9,3.9
Bath Towel Premium,Amazon,2026-01-09,450.1,11.4,4.0
Bath Towel Premium,Amazon,2026-01-10,417.74,15.6,3.5
Bath Towel Premium,Amazon,2026-01-11,406.33,14.8,4.6
Bath Towel Premium,Amazon,2026-01-12,429.95,14.2,4.2
Bath Towel Premium,Amazon,2026-01-13,391.46,5.5,4.1
Bath Towel Premium,Amazon,2026-01-14,427.8,6.7,4.8
Bath Towel Premium,Amazon,2026-01-15,391.61,12.5,4.5
Bath Towel Premium,Amazon,2026-01-16,376.79,9.6,4.5
Bath Towel Premium,Amazon,2026-01-17,379.98,19.1,3.5
Bath Towel Premium,Amazon,2026-01-18,372.16,15.6,4.9
Bath Towel Premium,Amazon,2026-01-19,362.38,9.4,3.4
Bath Towel Premium,Amazon,2026-01-20,362.26,19.9,3.3
Bath Towel Premium,Amazon,2026-01-21,356.56,11.6,4.7
Bath Towel Premium,Amazon,2026-01-22,342.33,18.7,4.6
Bath Towel Premium,Amazon,2026-01-23,380.93,19.2,3.4
Bath Towel Premium,Amazon,2026-01-24,372.35,8.9,3.9
Bath Towel Premium,Amazon,2026-01-25,405.9,24.3,3.8
Bath Towel Premium,Amazon,2026-01-26,393.07,13.1,4.4
Bath Towel Premium,Amazon,2026-01-27,383.0,13.1,3.5
Bath Towel Premium,Amazon,2026-01-28,396.55,16.3,4.4
Bath Towel Premium,Amazon,2026-01-29,423.73,6.2,4.2
Bath Towel Premium,Amazon,2026-01-30,392.49,9.9,3.3
Bath Towel Premium,Amazon,2026-01-31,414.54,12.9,4.3
Bath Towel Premium,Amazon,2026-02-01,389.55,10.4,4.9
Bath Towel Premium,Flipkart,2025-08-01,364.01,13.5,4.7
Bath Towel Premium,Flipkart,2025-08-02,356.52,9.5,4.3
Bath Towel Premium,Flipkart,2025-08-03,382.62,12.9,4.8
Bath Towel Premium,Flipkart,2025-08-04,354.11,21.4,4.9
Bath Towel Premium,Flipkart,2025-08-05,382.54,9.0,4.7
Bath Towel Premium,Flipkart,2025-08-06,405.16,8.9,3.8
Bath Towel Premium,Flipkart,2025-08-07,368.66,14.8,3.3
Bath Towel Premium,Flipkart,2025-08-08,400.29,13.4,3.4
Bath Towel Premium,Flipkart,2025-08-09,417.3,23.5,3.8
Bath Towel Premium,Flipkart,2025-08-10,394.55,24.5,3.8
Bath Towel Premium,Flipkart,2025-08-11,378.91,18.8,5.0
Bath Towel Premium,Flipkart,2025-08-12,385.92,9.4,4.3
Bath Towel Premium,Flipkart,2025-08-13,378.89,18.3,3.2
Bath Towel Premium,Flipkart,2025-08-14,370.35,13.7,4.6
Bath Towel Premium,Flipkart,2025-08-15,356.6,20.4,4.0
Bath Towel Premium,Flipkart,2025-08-16,372.1,15.4,4.3
Bath Towel Premium,Flipkart,2025-08-17,354.98,18.6,4.7
Bath Towel Premium,Flipkart,2025-08-18,336.82,18.9,3.8
Bath Towel Premium,Flipkart,2025-08-19,344.24,24.9,4.0
Bath Towel Premium,Flipkart,2025-08-20,323.81,14.0,4.5
Bath Towel Premium,Flipkart,2025-08-21,340.59,12.0,4.0
Bath Towel Premium,Flipkart,2025-08-22,324.41,19.3,3.8
Bath Towel Premium,Flipkart,2025-08-23,362.31,18.9,4.2
Bath Towel Premium,Flipkart,2025-08-24,330.08,13.1,4.3
Bath Towel Premium,Flipkart,2025-08-25,328.75,16.1,4.4
Bath Towel Premium,Flipkart,2025-08-26,337.28,22.9,3.9
Bath Towel Premium,Flipkart,2025-08-27,326.83,20.4,4.0
Bath Towel Premium,Flipkart,2025-08-28,317.91,22.5,4.8
Bath Towel Premium,Flipkart,2025-08-29,349.36,17.7,4.0
Bath Towel Premium,Flipkart,2025-08-30,354.52,13.4,4.7
Bath Towel Premium,Flipkart,2025-08-31,360.73,9.0,4.3
Bath Towel Premium,Flipkart,2025-09-01,365.34,32.8,4.5
Bath Towel Premium,Flipkart,2025-09-02,385.26,17.9,4.8
Bath Towel Premium,Flipkart,2025-09-03,385.33,10.7,4.7
Bath Towel Premium,Flipkart,2025-09-04,396.62,18.9,3.6
Bath Towel Premium,Flipkart,2025-09-05,408.02,11.8,4.7
Bath Towel Premium,Flipkart,2025-09-06,368.25,8.8,4.7
Bath Towel Premium,Flipkart,2025-09-07,382.11,13.8,4.0
Bath Towel Premium,Flipkart,2025-09-08,418.62,22.9,4.7
